-1.0,3600.0,100.0
1039.0,8.30299997329712,0.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
4069.99999999,3599.9729998111725,0.9771234101003123
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
3899.0,3600.0329999923706,0.9999769182111036
-1.0,3600.0,100.0
3387.0,3600.026999950409,0.9917330971360794
-1.0,3600.0,100.0
3126.0,3600.0060000419617,0.9196031840022654
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
-1.0,3600.0,100.0
